"condition","Rationale","Title","ID","Remediation","Result","Policy ID","Description","command","References","Compliance","Rules"
"any","Attackers can run a malicious program using sudo which would fork a background process that remains even when the main program has finished executing.","Ensure sudo commands use pty.",28655,"Edit the file /etc/sudoers with visudo or a file in /etc/sudoers.d/ with visudo -f <PATH TO FILE> and add the following line: Defaults use_pty","passed","cis_ubuntu22-04","sudo can be configured to run only from a pseudo terminal (pseudo-pty).","-","SUDO(8),VISUDO(8)""","[{""key"":""cis"",""value"":""5.3.2""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cis_csc_v8"",""value"":""5.4""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.5,AC.L2-3.1.6,AC.L2-3.1.7,SC.L2-3.13.3""},{""key"":""mitre_tactics"",""value"":""TA0003""},{""key"":""mitre_techniques"",""value"":""T1548,T1548.003""},{""key"":""nist_sp_800-53"",""value"":""AC-6(2),AC-6(5)""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""soc_2"",""value"":""CC6.1,CC6.3""}]","[{""type"":""directory"",""rule"":""d:/etc/sudoers.d -> r:\\.* -> r:^\\s*\\t*Defaults\\s*\\t*use_pty""},{""type"":""file"",""rule"":""f:/etc/sudoers -> r:^\\s*\\t*Defaults\\s*\\t*use_pty""}]"
"any","A sudo log file simplifies auditing of sudo commands.","Ensure sudo log file exists.",28656,"Edit the file /etc/sudoers or a file in /etc/sudoers.d/ with visudo or visudo -f <PATH TO FILE> and add the following line: Example: Defaults logfile='/var/log/sudo.log'","failed","cis_ubuntu22-04","sudo can use a custom log file.","-","SUDO(8),VISUDO(8)","[{""key"":""cis"",""value"":""5.3.3""},{""key"":""cis_csc_v7"",""value"":""6.3""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_tactics"",""value"":""TA0004""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/sudoers.d -> \\.* -> r:^\\s*\\t*Defaults\\s*\\t*logfile=\\S+.log""},{""type"":""file"",""rule"":""f:/etc/sudoers -> r:^\\s*\\t*Defaults\\s*\\t*logfile=\\S+.log""}]"
"none","Without (re-)authentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to escalate a functional capability, it is critical the user (re-)authenticate.","Ensure users must provide password for privilege escalation.",28657,"Based on the outcome of the audit procedure, use visudo -f <PATH TO FILE> to edit the relevant sudoers file. Remove any line with occurrences of NOPASSWD tags in the file.","passed","cis_ubuntu22-04","The operating system must be configured so that users must provide a password for privilege escalation.","-","-","[{""key"":""cis"",""value"":""5.3.4""},{""key"":""cis_csc_v7"",""value"":""4.3""},{""key"":""cis_csc_v8"",""value"":""5.4""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.5,AC.L2-3.1.6,AC.L2-3.1.7,SC.L2-3.13.3""},{""key"":""nist_sp_800-53"",""value"":""AC-6(2),AC-6(5)""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""soc_2"",""value"":""CC6.1,CC6.3""}]","[{""type"":""directory"",""rule"":""d:/etc/sudoers.d -> r:\\.* -> r:^\\s*\\t*NOPASSWD""},{""type"":""file"",""rule"":""f:/etc/sudoers -> r:^\\s*\\t*NOPASSWD""}]"
"none","Without re-authentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to escalate a functional capability, it is critical the user re-authenticate.","Ensure re-authentication for privilege escalation is not disabled globally.",28658,"Configure the operating system to require users to reauthenticate for privilege escalation. Based on the outcome of the audit procedure, use visudo -f <PATH TO FILE> to edit the relevant sudoers file. Remove any occurrences of !authenticate tags in the file(s).","passed","cis_ubuntu22-04","The operating system must be configured so that users must re-authenticate for privilege escalation.","-","-","[{""key"":""cis"",""value"":""5.3.5""},{""key"":""cis_csc_v7"",""value"":""4.3""},{""key"":""cis_csc_v8"",""value"":""5.4""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.5,AC.L2-3.1.6,AC.L2-3.1.7,SC.L2-3.13.3""},{""key"":""nist_sp_800-53"",""value"":""AC-6(2),AC-6(5)""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""soc_2"",""value"":""CC6.1,CC6.3""}]","[{""type"":""directory"",""rule"":""d:/etc/sudoers.d -> r:\\.* -> r:^\\s*\\t*!authenticate""},{""type"":""file"",""rule"":""f:/etc/sudoers -> r:^\\s*\\t*!authenticate""}]"
"any","Setting a timeout value reduces the window of opportunity for unauthorized privileged access to another user.","Ensure sudo authentication timeout is configured correctly.",28659,"If the currently configured timeout is larger than 15 minutes, edit the file listed in the audit section with visudo -f <PATH TO FILE> and modify the entry timestamp_timeout= to 15 minutes or less as per your site policy. The value is in minutes. This particular entry may appear on its own, or on the same line as env_reset. See the following two examples:  Defaults env_reset, timestamp_timeout=15 Defaults timestamp_timeout=15 Defaults env_reset","passed","cis_ubuntu22-04","sudo caches used credentials for a default of 15 minutes. This is for ease of use when there are multiple administrative tasks to perform. The timeout can be modified to suit local security policies. This default is distribution specific. See audit section for further information.","sudo -V","https://www.sudo.ws/man/1.9.0/sudoers.man.html","[{""key"":""cis"",""value"":""5.3.6""},{""key"":""cis_csc_v7"",""value"":""4.3""},{""key"":""cis_csc_v8"",""value"":""5.4""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.5,AC.L2-3.1.6,AC.L2-3.1.7,SC.L2-3.13.3""},{""key"":""nist_sp_800-53"",""value"":""AC-6(2),AC-6(5)""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""soc_2"",""value"":""CC6.1,CC6.3""}]","[{""type"":""command"",""rule"":""c:sudo -V -> n:Authentication timestamp timeout:\\s*\\t*(\\d+) compare <= 15 && n:Authentication timestamp timeout:\\s*\\t*(\\d+) compare >= 0""},{""type"":""directory"",""rule"":""d:/etc/sudoers.d -> r:\\.* -> !r:^\\s*\\t*# && n:^\\s*\\t*timestamp_timeout=(\\d+) compare <= 15 && n:^\\s*\\t*timestamp_timeout=(\\d+) >=0""},{""type"":""file"",""rule"":""f:/etc/sudoers -> !r:^\\s*\\t*# && n:^\\s*\\t*timestamp_timeout=(\\d+) compare <= 15 && n:^\\s*\\t*timestamp_timeout=(\\d+) >=0""}]"
"all","Restricting the use of su , and using sudo in its place, provides system administrators better control of the escalation of user privileges to execute privileged commands. The sudo utility also provides a better logging and audit mechanism, as it can log each command executed via sudo , whereas su can only record that a user executed the su program.","Ensure access to the su command is restricted.",28660,"Create an empty group that will be specified for use of the su command. The group should be named according to site policy. Example: # groupadd sugroup Add the following line to the /etc/pam.d/su file, specifying the empty group: auth required pam_wheel.so use_uid group=sugroup","failed","cis_ubuntu22-04","The su command allows a user to run a command or shell as another user. The program has been superseded by sudo, which allows for more granular control over privileged access. Normally, the su command can be executed by any user. By uncommenting the pam_wheel.so statement in /etc/pam.d/su, the su command will only allow users in a specific groups to execute su. This group should be empty to reinforce the use of sudo for privileged access.","-","-","[{""key"":""cis"",""value"":""5.3.7""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1026""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/su -> !r:^# && r:auth\\s*required\\s*pam_wheel.so && r:use_uid && r:group=""}]"
"all","Strong passwords protect systems from being hacked through brute force methods.","Ensure password creation requirements are configured.",28661,"The following setting is a recommend example policy. Alter these values to conform to your own organization's password policies. Run the following command to install the pam_pwquality module: # apt install libpam-pwquality Edit the file /etc/security/pwquality.conf and add or modify the following line for password length to conform to site policy: minlen = 14 Edit the file /etc/security/pwquality.conf and add or modify the following line for password complexity to conform to site policy: Option 1: minclass = 4 Option 2: dcredit = -1 ucredit = -1 ocredit = -1 lcredit = -1","failed","cis_ubuntu22-04","The pam_pwquality.so module checks the strength of passwords. It performs checks such as making sure a password is not a dictionary word, it is a certain length, contains a mix of characters (e.g. alphabet, numeric, other) and more. The following options are set in the /etc/security/pwquality.conf file: - Password Length: > minlen = 14 - password must be 14 characters or more - Password complexity: > minclass = 4 - The minimum number of required classes of characters for the new password (digits, uppercase, lowercase, others) OR > dcredit = -1 - provide at least one digit > ucredit = -1 - provide at least one uppercase character > ocredit = -1 - provide at least one special character > lcredit = -1 - provide at least one lowercase character.","apt list --installed libpam-pwquality","-","[{""key"":""cis"",""value"":""5.4.1""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_mitigations"",""value"":""M1027""},{""key"":""mitre_tactics"",""value"":""TA0006""},{""key"":""mitre_techniques"",""value"":""T1078,T1078.001,T1078.002,T1078.003,T1078.004,T1110,T1110.001,T1110.002,T1110.003""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""command"",""rule"":""c:apt list --installed libpam-pwquality -> r:libpam-pwquality""},{""type"":""file"",""rule"":""f:/etc/security/pwquality.conf -> n:^\\s*\\t*minlen\\s+=\\s+(\\d+) compare >=14""},{""type"":""file"",""rule"":""f:/etc/security/pwquality.conf -> r:^\\s*\\t*minclass\\s+=\\s+4""}]"
"all","Locking out user IDs after n unsuccessful consecutive login attempts mitigates brute force password attacks against your systems.","Ensure lockout for failed password attempts is configured.",28662,"NOTE: Pay special attention to the configuration. Incorrect configuration can cause system lock outs. This is example configuration. You configuration may differ based on previous changes to the files. Common auth Edit /etc/pam.d/common-auth and ensure that faillock is configured. Note: It is critical to understand each line and the relevant arguments for successful implementation. The order of these entries is very specific. The pam_faillock.so lines surround the pam_unix.so line. The comment ""Added to enable faillock"" is shown to highlight the additional lines and their order in the file. # here are the per-package modules (the ""Primary"" block) auth required pam_faillock.so preauth # Added to enable faillock auth [success=1 default=ignore] pam_unix.so nullok auth [default=die] pam_faillock.so authfail # Added to enable faillock auth sufficient pam_faillock.so authsucc # Added to enable faillock # here's the fallback if no module succeeds auth requisite pam_deny.so # prime the stack with a positive return value if there isn't one already; # this avoids us returning an error just because nothing sets a success code # since the modules above will each just jump around auth required pam_permit.so # and here are more per-package modules (the ""Additional"" block) auth optional pam_cap.so # end of pam-auth-update config Common account Edit /etc/pam.d/common-account and ensure that the following stanza is at the end of the file. account required pam_faillock.so Fail lock configuration Edit /etc/security/faillock.conf and configure it per your site policy. Example: deny = 4 fail_interval = 900 unlock time = 600","failed","cis_ubuntu22-04","Lock out users after n unsuccessful consecutive login attempts. The first sets of changes are made to the common PAM configuration files. The second set of changes are applied to the program specific PAM configuration file. The second set of changes must be applied to each program that will lock out users. Check the documentation for each secondary program for instructions on how to configure them to work with PAM. All configuration of faillock is located in /etc/security/faillock.conf and well commented. - deny - Deny access if the number of consecutive authentication failures for this user during the recent interval exceeds n tries. - fail_interval - The length of the interval, in seconds, during which the consecutive authentication failures must happen for the user account to be locked out - unlock_time - The access will be re-enabled after n seconds after the lock out. The value 0 has the same meaning as value never - the access will not be re-enabled without resetting the faillock entries by the faillock command. Set the lockout number and unlock time in accordance with local site policy.","-","-","[{""key"":""cis"",""value"":""5.4.2""},{""key"":""cis_csc_v7"",""value"":""16.7""},{""key"":""cis_csc_v8"",""value"":""6.2""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1""},{""key"":""hipaa"",""value"":""164.308(a)(3)(ii)(C)""},{""key"":""mitre_mitigations"",""value"":""M1027""},{""key"":""mitre_tactics"",""value"":""TA0006""},{""key"":""mitre_techniques"",""value"":""T1110,T1110.001,T1110.003""},{""key"":""nist_sp_800-53"",""value"":""AC-2(1)""},{""key"":""pci_dss_3.2.1"",""value"":""8.1.3""},{""key"":""pci_dss_4.0"",""value"":""8.2.4,8.2.5""},{""key"":""soc_2"",""value"":""CC6.2,CC6.3""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/common-account -> r:^\\s*\\t*account\\s*\\t*required\\s*\\t*pam_faillock.so""},{""type"":""file"",""rule"":""f:/etc/pam.d/common-auth -> r:^\\s*\\t*auth\\s*\\t*[default=die]\\s*\\t*pam_faillock.so\\s*\\t*authfail""},{""type"":""file"",""rule"":""f:/etc/pam.d/common-auth -> r:^\\s*\\t*auth\\s*\\t*required\\s*\\t*pam_faillock.so\\s*\\t*preauth""},{""type"":""file"",""rule"":""f:/etc/pam.d/common-auth -> r:^\\s*\\t*auth\\s*\\t*sufficient\\s*\\t*pam_faillock.so\\s*\\t*authsucc""},{""type"":""file"",""rule"":""f:/etc/security/faillock.conf -> n:^\\s*\\t*deny\\s*\\t*=\\s*\\t*(\\d+) compare <= 4""},{""type"":""file"",""rule"":""f:/etc/security/faillock.conf -> n:^\\s*\\t*fail_interval\\s*\\t*=\\s*\\t*(\\d+) compare <= 900""},{""type"":""numeric"",""rule"":""not f:/etc/security/faillock.conf -> n:^\\s*\\t*unlock_time\\s*\\t*=\\s*\\t*(\\d+) compare < 600 && n:^\\s*\\t*unlock_time\\s*\\t*=\\s*\\t*(\\d+) compare > 0""}]"
"all","Forcing users not to reuse their past 5 passwords make it less likely that an attacker will be able to guess the password.","Ensure password reuse is limited.",28663,"NOTE: Pay special attention to the configuration. Incorrect configuration can cause system lock outs. This is example configuration. You configuration may differ based on previous changes to the files. Edit the /etc/pam.d/common-password file to include the remember option and conform to site policy as shown: password [success=1 default=ignore] pam_unix.so obscure use_authtok try_first_pass yescrypt remember=5","failed","cis_ubuntu22-04","The /etc/security/opasswd file stores the users' old passwords and can be checked to ensure that users are not recycling recent passwords.","-","-","[{""key"":""cis"",""value"":""5.4.3""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_techniques"",""value"":""T1078,T1078.001,T1078.002,T1078.003,T1078.004,T1110,T1110.004""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/pam.d/common-password -> n:^\\s*\\t*use_authtok\\s*\\t*try_first_pass\\s*\\t*yescrypt\\s*\\t*remember=(\\d+) compare >= 5""},{""type"":""file"",""rule"":""f:/etc/pam.d/common-password -> r:^\\s*\\t*password\\s*\\t*[success=1\\s*\\t*default=ignore]\\s*\\t*pam_unix.so\\s*\\t*obscure""}]"
"all","The yescrypt algorithm provides much stronger hashing than previous available algorithms, thus providing additional protection to the system by increasing the level of effort for an attacker to successfully determine passwords. Note: these change only apply to accounts configured on the local system.","Ensure password hashing algorithm is up to date with the latest standards.",28664,"NOTE: Pay special attention to the configuration. Incorrect configuration can cause system lock outs. This is example configuration. You configuration may differ based on previous changes to the files. PAM: Edit the /etc/pam.d/common-password file and ensure that no hashing algorithm option for pam_unix.so is set: password [success=1 default=ignore] pam_unix.so obscure use_authtok try_first_pass remember=5. Login definitions: Edit /etc/login.defs and ensure that ENCRYPT_METHOD is set to yescrypt.","failed","cis_ubuntu22-04","The commands below change password encryption to yescrypt. All existing accounts will need to perform a password change to upgrade the stored hashes to the new algorithm.","-","-","[{""key"":""cis"",""value"":""5.4.4""},{""key"":""cis_csc_v7"",""value"":""16.4""},{""key"":""cis_csc_v8"",""value"":""3.11""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.19,IA.L2-3.5.10,MP.L2-3.8.1,SC.L2-3.13.11,SC.L2-3.13.16""},{""key"":""hipaa"",""value"":""164.312(a)(2)(iv),164.312(e)(2)(ii)""},{""key"":""mitre_mitigations"",""value"":""M1041""},{""key"":""mitre_tactics"",""value"":""TA0006""},{""key"":""mitre_techniques"",""value"":""T1003,T1003.008,T1110,T1110.002""},{""key"":""nist_sp_800-53"",""value"":""SC-28,SC-28(1)""},{""key"":""pci_dss_3.2.1"",""value"":""3.4,3.4.1,8.2.1""},{""key"":""pci_dss_4.0"",""value"":""3.1.1,3.3.2,3.3.3,3.5.1,3.5.1.2,3.5.1.3,8.3.2""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/login.defs -> r:^\\s*\\t*ENCRYPT_METHOD\\s*\\t*yescrypt""},{""type"":""numeric"",""rule"":""not f:/etc/pam.d/common-password -> !r:^\\s*\\t*# && r:yescrypt|md5|bigcrypt|sha256|sha512|blowfish""}]"
"all","By restricting the frequency of password changes, an administrator can prevent users from repeatedly changing their password in an attempt to circumvent password reuse controls.","Ensure minimum days between password changes is configured.",28665,"Set the PASS_MIN_DAYS parameter to 1 in /etc/login.defs : PASS_MIN_DAYS 1 Modify user parameters for all users with a password set to match: # chage --mindays 1 <user>","failed","cis_ubuntu22-04","The PASS_MIN_DAYS parameter in /etc/login.defs allows an administrator to prevent users from changing their password until a minimum number of days have passed since the last time the user changed their password. It is recommended that PASS_MIN_DAYS parameter be set to 1 or more days.","-","-","[{""key"":""cis"",""value"":""5.5.1.1""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_mitigations"",""value"":""M1027""},{""key"":""mitre_tactics"",""value"":""TA0006""},{""key"":""mitre_techniques"",""value"":""T1078,T1078.001,T1078.002,T1078.003,T1078.004,T1110,T1110.004""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/login.defs -> n:^\\s*\\t*PASS_MIN_DAYS^\\s*\\t*(\\d+) compare >=1""},{""type"":""file"",""rule"":""f:/etc/shadow -> !r:^\\w+:\\p: && n:^\\w+:\\S*:\\d*:(\\d+): compare < 1""}]"
"all","The window of opportunity for an attacker to leverage compromised credentials or successfully compromise credentials via an online brute force attack is limited by the age of the password. Therefore, reducing the maximum age of a password also reduces an attacker's window of opportunity. It is recommended that the PASS_MAX_DAYS parameter does not exceed 365 days and is greater than the value of PASS_MIN_DAYS.","Ensure password expiration is 365 days or less.",28666,"Set the PASS_MAX_DAYS parameter to conform to site policy in /etc/login.defs : PASS_MAX_DAYS 365 Modify user parameters for all users with a password set to match: # chage --maxdays 365 <user>","failed","cis_ubuntu22-04","The PASS_MAX_DAYS parameter in /etc/login.defs allows an administrator to force passwords to expire once they reach a defined age.","-","https://www.cisecurity.org/white-papers/cis-password-policy-guide/","[{""key"":""cis"",""value"":""5.5.1.2""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_techniques"",""value"":""T1078,T1078.001,T1078.002,T1078.003,T1078.004,T1110,T1110.001,T1110.002,T1110.003,T1110.004""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/login.defs -> n:^\\s*\\t*PASS_MAX_DAYS\\s*\\t*(\\d+) compare <= 365""},{""type"":""file"",""rule"":""f:/etc/shadow -> !r:^\\w+:\\p: && n:^\\w+:\\S*:\\d*:\\d*:(\\d+) compare <= 365""}]"
"all","Providing an advance warning that a password will be expiring gives users time to think of a secure password. Users caught unaware may choose a simple password or write it down where it may be discovered.","Ensure password expiration warning days is 7 or more.",28667,"Set the PASS_WARN_AGE parameter to 7 in /etc/login.defs : PASS_WARN_AGE 7 Modify user parameters for all users with a password set to match: # chage --warndays 7 <user>","passed","cis_ubuntu22-04","The PASS_WARN_AGE parameter in /etc/login.defs allows an administrator to notify users that their password will expire in a defined number of days. It is recommended that the PASS_WARN_AGE parameter be set to 7 or more days.","-","-","[{""key"":""cis"",""value"":""5.5.1.3""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_mitigations"",""value"":""M1027""},{""key"":""mitre_tactics"",""value"":""TA0006""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/login.defs -> n:^\\s*\\t*PASS_WARN_AGE\\s*\\t*(\\d+) compare >= 7""},{""type"":""file"",""rule"":""f:/etc/shadow -> !r:^\\w+:\\p: && n:^\\w+:\\S*:\\d*:\\d*:\\d+:(\\d+): compare >= 7""}]"
"none","Inactive accounts pose a threat to system security since the users are not logging in to notice failed login attempts or other anomalies.","Ensure inactive password lock is 30 days or less.",28668,"Run the following command to set the default password inactivity period to 30 days: # useradd -D -f 30 Modify user parameters for all users with a password set to match: # chage --inactive 30 <user>","failed","cis_ubuntu22-04","User accounts that have been inactive for over a given period of time can be automatically disabled. It is recommended that accounts that are inactive for 30 days after password expiration be disabled.","useradd -D","-","[{""key"":""cis"",""value"":""5.5.1.4""},{""key"":""cis_csc_v7"",""value"":""4.4""},{""key"":""cis_csc_v8"",""value"":""5.2""},{""key"":""cmmc_v2.0"",""value"":""IA.L2-3.5.7""},{""key"":""mitre_mitigations"",""value"":""M1027""},{""key"":""mitre_tactics"",""value"":""TA0001""},{""key"":""mitre_techniques"",""value"":""T1078,T1078.002,T1078.003""},{""key"":""pci_dss_4.0"",""value"":""2.2.2,8.3.5,8.3.6,8.6.3""},{""key"":""soc_2"",""value"":""CC6.1""}]","[{""type"":""command"",""rule"":""c:useradd -D -> n:^INACTIVE=(\\d+) compare == 0""},{""type"":""command"",""rule"":""c:useradd -D -> n:^INACTIVE=(\\d+) compare >= 30""},{""type"":""command"",""rule"":""c:useradd -D -> r:^INACTIVE=-1""},{""type"":""file"",""rule"":""f:/etc/shadow -> !r:^\\w+:\\p: && n:^\\w+:\\S*:\\d*:\\d*:\\d+:\\d+:(\\d+) compare > 30""}]"
"all","Using GID 0 for the root account helps prevent root -owned files from accidentally becoming accessible to non-privileged users.","Ensure default group for the root account is GID 0.",28669,"Run the following command to set the root user default group to GID 0 : # usermod -g 0 root","passed","cis_ubuntu22-04","The usermod command can be used to specify which group the root user belongs to. This affects permissions of files that are created by the root user.","-","-","[{""key"":""cis"",""value"":""5.5.3""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1026""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1548""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""file"",""rule"":""f:/etc/passwd -> r:^root:\\S*:\\S*:0:""}]"
"all","It is critical to ensure that the /etc/passwd file is protected from unauthorized write access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.","Ensure permissions on /etc/passwd are configured.",28670,"Run the following command to set permissions on /etc/passwd: # chown root:root /etc/passwd # chmod u-x,go-wx /etc/passwd","passed","cis_ubuntu22-04","The /etc/passwd file contains user account information that is used by many system utilities and therefore must be readable for these utilities to operate.","stat /etc/passwd","-","[{""key"":""cis"",""value"":""6.1.1""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1003,T1003.008,T1222,T1222.002""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:stat /etc/passwd -> r:Access:\\s*\\(0644/-rw-r--r--\\)\\s*Uid:\\s*\\(\\s*\\t*0/\\s*\\t*root\\)\\s*\\t*Gid:\\s*\\(\\s*\\t*0/\\s*\\t*root\\)""}]"
"all","It is critical to ensure that the /etc/passwd- file is protected from unauthorized access. Although it is protected by default, the file permissions could be changed either inadvertently or through malicious actions.","Ensure permissions on /etc/passwd- are configured.",28671,"Run the following command to set permissions on /etc/passwd- : # chown root:root /etc/passwd- # chmod u-x,go-wx /etc/passwd-","passed","cis_ubuntu22-04","The /etc/passwd- file contains backup user account information.","stat /etc/passwd-","-","[{""key"":""cis"",""value"":""6.1.2""},{""key"":""cis_csc_v7"",""value"":""14.6""},{""key"":""cis_csc_v8"",""value"":""3.3""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2""},{""key"":""hipaa"",""value"":""164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)""},{""key"":""mitre_mitigations"",""value"":""M1022""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1003,T1003.008,T1222,T1222.002""},{""key"":""nist_sp_800-53"",""value"":""AC-5,AC-6""},{""key"":""pci_dss_3.2.1"",""value"":""7.1,7.1.1,7.1.2,7.1.3""},{""key"":""pci_dss_4.0"",""value"":""1.3.1,7.1""},{""key"":""soc_2"",""value"":""CC5.2,CC6.1""}]","[{""type"":""command"",""rule"":""c:stat /etc/passwd- -> r:-rw-\\.--\\.-- && r:Uid:\\s*\\(\\s*\\t*0/\\s*\\t*root\\)\\s*\\t*Gid:\\s*\\(\\s*\\t*0/\\s*\\t*root\\)""}]"
